ID	Type	Title	Games	Authors	Date	Tags	Description	Update	Embed	URL	SourceURL
p4g-orpheus	mod	Orpheus	p4g32	MadMax1960	07/16/2020	Persona Skin	Right now it's Just Orpheus with fixed anims<br><br>P4GMOdelConverter is fixed so I'm uploading this tonight and will upload rest tomorrow :)<br><br>Goes over Ara ...		https://images.gamebanana.com/img/ss/mods/5f0fc166c85c0.jpg	https://gamebanana.com/mods/250329	
p4g-velvetizanagi	mod	Velvet Izanagi	p4g32	MadMax1960	06/21/2020	Persona Skin	Recolor of Izanagi to be Velvet Room themed, replaces all needed battle ui (compendium, persona image, etc). Not super detailed, more of a proof of co ...	<b>Updated 06/21/2020</b>	https://images.gamebanana.com/img/ss/mods/5eef9858ec721.jpg	https://gamebanana.com/mods/250328	
p4g-bathroomsignalilat	mod	Bathroom Sign Alilat	p4g32	BlobyBoris	06/23/2020	Persona Skin	Reskin on Alilat that styles her to look like a women's bathroom sign. Replaces Alilat in-battle and within status menu/compendium/etc. Just a fun, qu ...		https://images.gamebanana.com/img/ss/mods/5ef25a1e993d3.jpg	https://gamebanana.com/mods/250327	
p4g-hdizanagi-no-okamiyoshitsuneandmagatsuizanagi	mod	HD Izanagi-no-Okami, Yoshitsune and MagatsuIzanagi	p4g32	Saitsu	10/20/2020	Persona Skin	This was part of the P5R Persona backport, but since the project is pretty much abandoned, I decided to release some of the work I did for it.		https://images.gamebanana.com/img/ss/mods/5f8f3e007b998.jpg	https://gamebanana.com/mods/250326	
p4g-izanagi-no-okamipicaro	mod	Izanagi-no-Okami Picaro	p4g32	Saitsu	07/20/2020	Persona Skin	Izanagi-no-Okami Picaro from Persona 5 Royal.<br><br>Follow me on Twitter idk.		https://images.gamebanana.com/img/ss/mods/5f14fb2d3be2e.jpg	https://gamebanana.com/mods/250325	
p4g-tposeratkechi	mod	Tpose Ratkechi	p4g32	Tupelov	07/17/2020	Persona Skin	Tpose ratkechi over yoshitsune(You can change it if you want)		https://images.gamebanana.com/img/ss/mods/5f120d6f4af09.jpg	https://gamebanana.com/mods/250324	
p4g-ghostthanatos	mod	Ghost Thanatos	p4g32	Tupelov	07/17/2020	Persona Skin	A mod the replaces yoshitsune with a ghostly version of thanatos.		https://images.gamebanana.com/img/ss/mods/5f1215deee388.jpg	https://gamebanana.com/mods/250323	
p4g-velvetattendantyamatosumeragi	mod	Velvet attendant/Yamato Sumeragi	p4g32	Martin_Pecheur1	07/25/2020	Persona Skin	Best girl's tier 3 persona in the velvet room attendant colors		https://images.gamebanana.com/img/ss/mods/5f1c993d50fc7.jpg	https://gamebanana.com/mods/250322	
p4g-jackfrostpersona5modelbackport	mod	Jack Frost Persona 5 Model Backport	p4g32	Light1	03/13/2021	Persona Skin	https://pastebin.com/0vPx00Pg < What I used to get this done<br><br>Simply drag this into your Aemulus Persona 4 Package folder and enable it, then build.<br><br> ...	<b>Updated 03/13/2021</b>	https://images.gamebanana.com/img/ss/mods/604d2bb11459a.jpg	https://gamebanana.com/mods/250321	
p4g-mariaoverkaguya	mod	Maria over Kaguya	p4g32	Tupelov	12/29/2020	Persona Skin	Replaces Kaguya of the Aeon arcana with Maria.		https://images.gamebanana.com/img/ss/mods/5feaa9a0c3ec0.jpg	https://gamebanana.com/mods/250320	
p4g-darkmagiciangirloverpixie	mod	Dark Magician Girl over Pixie	p4g32	Germaniac	04/04/2021	Persona Skin	First release, just to get it out there. To be used with Aemulus.<br><br>Current learnset:<br>Innate - Spell Master<br>Innate - Zio<br>Innate - Tarukaja<br>14 - Mazio<br>2 ...		https://images.gamebanana.com/img/ss/mods/6069205b1c492.jpg	https://gamebanana.com/mods/250319	
p4g-adachioneverymodel	mod	Adachi on Every Model	p4g32	MadMax1960	06/15/2020	Misc Skin	Adachi on pretty much every model, some models need to be added later because anims. <br><br>Currently goes over: <br><br>- Most Cutscene models<br><br>- Most main cast ...		https://images.gamebanana.com/img/ss/mods/5ee8062f8e9c3.jpg	https://gamebanana.com/mods/250318	
p4g-marienoshoes	mod	Marie no shoes	p4g32	Jayel	06/19/2020	Misc Skin	This mod replaces Marie's normal model with the no shoes variant. The no-hat version is unchanged so it will still have shoes. There were also some ot ...		https://images.gamebanana.com/img/ss/mods/5eeca72bb00b9.jpg	https://gamebanana.com/mods/250317	
p4g-comicallylargespoon	mod	Comically Large Spoon	p4g32	SeaGuardian	10/11/2020	Misc Skin	This mod replaces all of Yu Narukami's weapons with comically large spoons.<br><br>Spoon model by alandell, found here.	<b>Updated 10/11/2020</b>	https://images.gamebanana.com/img/ss/mods/5f83904f85230.jpg	https://gamebanana.com/mods/250316	
p4g-p4gsmtvprotagonistmod	mod	P4G SMTV Protagonist Mod	p4g32	remdevv	08/04/2020	Misc Skin	This mod replaces all of Marie's sprites with the protagonist of Shin Megami Tensei V.	<b>Updated 08/04/2020</b>	https://images.gamebanana.com/img/ss/mods/5f28e6baab304.jpg	https://gamebanana.com/mods/250315	
p4g-modernizedroom	mod	Modernized Room	p4g32	MadMax1960	06/27/2020	Misc Skin	Modernized Room for Yu, has newer (2012-2020) games, discs, and Persona related items around the room.<br><br>Also a bunch of easter eggs you'll only see if ...		https://images.gamebanana.com/img/ss/mods/5ef7dd0ca35a0.jpg	https://gamebanana.com/mods/250314	
p4g-mysteryinccostumes	mod	Mystery Inc. Costumes	p4g32	SeaGuardian	10/11/2020	Misc Skin	This mod recolors some of Yu, Yosuke, Chie, and Yukiko's costumes to look like Scooby-Doo characters.<br><br>The following costumes are replaced:<br>Yu - Hardb ...	<b>Updated 10/11/2020</b>	https://images.gamebanana.com/img/ss/mods/5f83981d50c66.jpg	https://gamebanana.com/mods/250313	
p4g-risedelphinebellekujikawa	mod	Rise Delphine/Belle Kujikawa	p4g32	sarahmew	10/16/2020	Misc Skin	Have you ever played Persona 4 and wished the best girl was Belle Delphine, neither have I but I saw an image of Belle Delphine in a Yasogami Uniform  ...		https://images.gamebanana.com/img/ss/mods/5f8938c6a815f.jpg	https://gamebanana.com/mods/250312	
p4g-skilledgamermarie	mod	Skilled Gamer Marie	p4g32	BlingBlongBlong	08/10/2020	Misc Skin	This mod replaces Marie's hat with the Get Smoked hat from Persona 5		https://images.gamebanana.com/img/ss/mods/5f3168cfe36d2.jpg	https://gamebanana.com/mods/250311	
p4g-dojimaisafamilyguy	mod	Dojima is a family guy	p4g32	FloppyRichard	12/22/2020	Misc Skin	replaces Ryotaro Dojima with Peter Griffin from Family Guy<br><br>this took me way too long to make	<b>Updated 12/22/2020</b>	https://images.gamebanana.com/img/ss/mods/5f132ca2dc996.jpg	https://gamebanana.com/mods/250310	
p4g-p4danbattlecostumereplacements	mod	P4DAN Battle Costume Replacements	p4g32	Fewtch	12/11/2020	Misc Skin	This mod replaces the party members costumes with those from Persona 4 Dancing All Night. This release only includes Yu for now. They are fairly time- ...		https://images.gamebanana.com/img/ss/mods/5fd3226acce9f.jpg	https://gamebanana.com/mods/250309	
p4g-therockoverdaidarashopkeep	mod	The Rock over Daidara Shopkeep	p4g32	Yosuke Hanamura	09/18/2020	Misc Skin	Place data00000 and data00004 folder into your mods folder and run the game through Reloaded 2.<br><br>BETA BUILDS ARE NOT SUPPORTED		https://images.gamebanana.com/img/ss/mods/5f64e859e4d69.jpg	https://gamebanana.com/mods/250308	
p4g-yumiozawawithhands	mod	Yumi Ozawa With Hands	p4g32	SeaGuardian	10/11/2020	Misc Skin	This mod restores the hands from some of Yumi Ozawa's unused portraits, now appearing in every one of her portraits and GUI elements. Finally, Persona ...	<b>Updated 10/11/2020</b>	https://images.gamebanana.com/img/ss/mods/5f83936e87a3d.jpg	https://gamebanana.com/mods/250307	
p4g-lessflatweaponmodels	mod	Less flat weapon models	p4g32	Simoazzo	02/05/2023	Misc Skin	This is a mod I've been working on the last days, I decided to make it for fun and I haven't still completed it, but I figured, considering I'm not su ...	<b>Updated 02/05/2023</b>	https://images.gamebanana.com/img/ss/mods/5feba227db181.jpg	https://gamebanana.com/mods/250306	
p4g-personaqbattleportraits	mod	Persona Q Battle Portraits	p4g32	doggrush	04/13/2021	User Interface UI	The battle portraits from Persona Q in Persona 4 Golden!	<b>Updated 04/13/2021</b>	https://images.gamebanana.com/img/ss/mods/607599b96696a.jpg	https://gamebanana.com/mods/250305	
p4g-philswiftovertanaka	mod	Phil Swift Over Tanaka	p4g32	99bmario	03/13/2021	Misc Skin	This mod replace's Tanaka's sprite with Phil Swift	<b>Updated 03/13/2021</b>	https://images.gamebanana.com/img/ss/mods/5f5509f05e94c.jpg	https://gamebanana.com/mods/250304	
p4g-noglassesgekkoukanhighcostumes	mod	No Glasses Gekkoukan High Costumes	p4g32	MadMax1960	06/23/2020	Misc Skin	Just everyone's Gekkoukan High outfits with no glasses, Evoker not included (unfortunately). <br><br>Extract the .rar and put the contents in your mods fold ...		https://images.gamebanana.com/img/ss/mods/5ef1dab753bd0.jpg	https://gamebanana.com/mods/250303	
p4g-the19fortnitecard	mod	The 19$ Fortnite Card	p4g32	JoltGanda	03/01/2021	Misc Skin	Ok, 19 dollar fortnite card, who wants it? And yes i'm giving it away. Remember, share! share! share! And trolls, don't get blocked!		https://images.gamebanana.com/img/ss/mods/603ca347255b7.jpg	https://gamebanana.com/mods/250302	
p4g-naotoovereveryone	mod	Naoto Over Everyone	p4g32	MadMax1960	07/08/2020	Misc Skin	Makes everyone's Agent Outfits Naoto<br><br>Includes 3 versions; Replace Everyone, Replace Everyone with No Hat or Glasses, and Just Replace Protag		https://images.gamebanana.com/img/ss/mods/5f064ff9f153d.jpg	https://gamebanana.com/mods/250301	
p4g-ruijigorbustup	mod	Ruijigor Bustup	p4g32	Sonjs	08/22/2020	Misc Skin	A cursed Igor skin with Ryuji's facial features. The blinking makes it more cursed. I'm sorry.		https://images.gamebanana.com/img/ss/mods/5f4089244f81b.jpg	https://gamebanana.com/mods/250300	
p4g-noglassesmod	mod	No Glasses Mod	p4g32	CGBuster	07/15/2020	Misc Skin	Introduction:<br><br>Persona 4 Golden has great character designs, and surprisingly they all look pretty good in glasses too! But aren't you tired of always ...	<b>Updated 07/15/2020</b>	https://images.gamebanana.com/img/ss/mods/5f011ed787d81.jpg	https://gamebanana.com/mods/250299	
p4g-p5igor	mod	P5 IGOR	p4g32	MrSnappy708	07/22/2020	Misc Skin	-what it says on the tin<br>-sprite owned by ATLUS <br>- requires TGE MOD LOADER<br>- drag and drop into mods directory		https://images.gamebanana.com/img/ss/mods/5f17c285ee0b0.jpg	https://gamebanana.com/mods/250298	
p4g-chibipanels	mod	Chibi Panels	p4g32	KillJoyTails	07/20/2020	Misc Skin	Changes characters to their BlazBlue chibi forms.	<b>Updated 07/20/2020</b>	https://images.gamebanana.com/img/ss/mods/5f15efe3ea8b6.jpg	https://gamebanana.com/mods/250297	
p4g-gamermitsuokuboninja	mod	Gamer Mitsuo Kubo (Ninja)	p4g32	MitsuoQuest	08/17/2020	Misc Skin	EDIT: Thanks to Erge, this mod now edits the creepy Mitsuo scene at the beginning of the game.<br><br>This mod changes Mitsuo Kubo's bustups and textures to ...	<b>Updated 08/17/2020</b>	https://images.gamebanana.com/img/ss/mods/5f3a1c35620f5.jpg	https://gamebanana.com/mods/250296	
p4g-vinceofferovertanaka	mod	Vince Offer over Tanaka	p4g32	MitsuoQuest	08/02/2020	Misc Skin	This mod replaces Tanaka's TV sprite with Vince Offer. The "ShamWow" and "Slap Chop" guy.<br>Why did I do this? Because it's funny, and P4G could use mor ...		https://images.gamebanana.com/img/ss/mods/5f2751331656a.jpg	https://gamebanana.com/mods/250295	
p4g-cerealsoverinstantramen	mod	Cereals Over Instant Ramen	p4g32	SeeEff	12/24/2020	Misc Skin	Ever think to yourself, "Darn, they sure do eat too much instant ramen in this game. That can't be good for you, what with high sodium intake and what ...	<b>Updated 12/24/2020</b>	https://images.gamebanana.com/img/ss/mods/5fe44378e05fa.jpg	https://gamebanana.com/mods/250294	
p4g-shrinedogmod	mod	ShrineDog Mod	p4g32	Tupelov	07/18/2020	Misc Skin	A mod that replaces Shrinefox with Korumaru includes bustups and social link UI.(modcompendium compatible)		https://images.gamebanana.com/img/ss/mods/5f134ab824349.jpg	https://gamebanana.com/mods/250293	
p4g-p3fuukaoverayane	mod	P3 Fuuka over Ayane	p4g32	FloppyRichard	12/20/2020	Misc Skin	replaces the band girl social link with Fuuka<br><br>made at the request of fither from his last modded stream.	<b>Updated 12/20/2020</b>	https://images.gamebanana.com/img/ss/mods/5fd6def33c025.jpg	https://gamebanana.com/mods/250292	
p4g-dripgokuovershirokuhostess	mod	Drip Goku over Shiroku Hostess	p4g32	Yosuke Hanamura	01/05/2021	Misc Skin	Hey, it's me, Goku! I got the drip man! Step into my pub and we'll have a good time with homies!<br><br>Replaces bustups and text for the Shiroku Hostess <br><br> ...		https://images.gamebanana.com/img/ss/mods/5ff481478aaab.jpg	https://gamebanana.com/mods/250291	
p4g-yuwithagunalloutattack	mod	Yu with a Gun All Out Attack	p4g32	YaboiHedge	04/16/2021	Misc Skin	For the times when you've just about had it with a Shadow.<br><br>Gives Yu a Gun in his All Out Attack art.<br><br>- Works for both his Summer and Winter Uniforms ...	<b>Updated 04/16/2021</b>	https://images.gamebanana.com/img/ss/mods/5ff0de13bfc49.jpg	https://gamebanana.com/mods/250290	
p4g-theodorebossbattle	mod	Theodore Boss Battle	p4g32	BarrelRoller64	08/28/2020	Misc Skin	Replaces Margaret's boss fight with a fight against Theodore instead. Theodore himself is partially voiced for English. I understand this may be annoy ...	<b>Updated 08/28/2020</b>	https://images.gamebanana.com/img/ss/mods/5f494978b3f2d.jpg	https://gamebanana.com/mods/250289	
p4g-igorascreeperplush	mod	Igor as creeper plush	p4g32	tepiku.o	11/22/2020	Misc Skin	Only Igor as Creeper plush		https://images.gamebanana.com/img/ss/mods/5fba9b93b1f9d.jpg	https://gamebanana.com/mods/250288	
p4g-igorblinks	mod	Igor Blinks	p4g32	Pioziomgames	07/05/2022	Misc Skin	For some reason Igor's model just doesn't blink. Well it's time for him to let his eyes rest.	<b>Updated 07/05/2022</b>	https://images.gamebanana.com/img/ss/mods/605fb8c14503d.jpg	https://gamebanana.com/mods/250286	
p4g-billymaysoveroldladyshiroku	mod	Billy Mays Over Old Lady Shiroku	p4g32	99bmario	03/14/2021	Misc Skin	Replaces The Sprite for Old Lady Shiroku and Shiroku Hostess with Billy Mays. Some of the text has also been changed		https://images.gamebanana.com/img/ss/mods/604dc1a9b0cb8.jpg	https://gamebanana.com/mods/250285	
p4g-spongebobmorooka	mod	Spongebob Morooka	p4g32	Kylotl	03/17/2021	Misc Skin	Replaces King Moron's dialogue sprite with Spongebob colors. I also did so for the model's textures, but those don't seem to work in cutscenes.		https://images.gamebanana.com/img/ss/mods/6051523f211be.jpg	https://gamebanana.com/mods/250284	
p4g-saveeveryday	mod	Save Everyday	p4g32	AnimatedSwine37	05/23/2021	Misc	A mod that makes the save prompt to show up at the beginning of every day (just before early morning starts). <br>(Requested by Emphabet on discord)<br><br>Com ...	<b>Updated 05/23/2021</b>	https://images.gamebanana.com/img/ss/mods/608b7441d947e.jpg	https://gamebanana.com/mods/138058	
p4g-colorfulskills	mod	Colorful Skills+	p4g64	Pixelguin	04/27/2024	UI	This mod colors the icons for Persona Skills and inventory items.<br><br>The colors for each icon were taken from Persona 5, with a few changes:<br><br>Mudo Skill ...	<b>Updated 04/27/2024</b>	https://images.gamebanana.com/img/ss/mods/60d90828d8c63.jpg	https://gamebanana.com/mods/55650	
p4g-yosukeromanceuwu	mod	Yosuke Romance UwU	p4g32	MadMax1960	12/24/2020	Social Link	Same as Yosuke romance, but UwU mod compatible.		https://images.gamebanana.com/img/ss/mods/5fe4ea014822a.jpg	https://gamebanana.com/mods/50966	
p4g-yosukeromance	mod	Yosuke Romance	p4g32	MadMax1960	12/26/2020	Social Link	It's finally here! <br><br>After a long time of being lazy, procrastinating, testing params, and fixing spelling errors, the mod is here. <br><br>This mod adds a  ...	<b>Updated 12/26/2020</b>	https://images.gamebanana.com/img/ss/mods/5fe465e852ec5.jpg	https://gamebanana.com/mods/50965	
p4g-p4gcustomsubmenu	mod	P4G Custom Sub Menu	p4g32	Tekka	09/27/2022	Mod Packs	Introduction<br>This community-developed mod combines script edits from a variety of modders into one powerful, configurable package.<br><br>Everything can be  ...	<b>Updated 09/27/2022</b>	https://images.gamebanana.com/img/ss/mods/60a99f474a8fe.jpg	https://gamebanana.com/mods/50963	
p4g-drakeandjoshintroandtitlescreen	mod	Drake and Josh Intro and Title Screen	p4g32	99bmario	03/13/2021	Mod Packs	Replaces the intro with the Drake and Josh Season 3 intro (You can also use the P4G intro video with the Drake and Josh Theme)<br>Also This mod replaces  ...	<b>Updated 03/13/2021</b>	https://images.gamebanana.com/img/ss/mods/5f94b2ee6748d.jpg	https://gamebanana.com/mods/50962	
p4g-p4gcommunityenhancementpack	mod	P4G Community Enhancement Pack	p4g32	Pixelguin	06/10/2024	Mod Packs	P4G Community Enhancement Pack (P4G CEP) is an all-in-one collection of tools and mods for the 2020 PC release of Persona 4 Golden.<br><br>Installation Inst ...	<b>Updated 06/10/2024</b>	https://images.gamebanana.com/img/ss/mods/60ca881626bcd.jpg	https://gamebanana.com/mods/50961	
p4g-musictracknamerestoration	mod	Music Track Name Restoration	p4g32	Pixelguin	01/14/2021	Hee Hee Hoo	Introduction<br><br>This mod replaces the music track names in the TV Listings with names <br>more accurate to the original titles. It also fixes a track name  ...	<b>Updated 01/14/2021</b>	https://images.gamebanana.com/img/ss/mods/60c83b61d7571.jpg	https://gamebanana.com/mods/50960	
p4g-persona4memedcutscenes	mod	Persona 4:Memed Cutscenes	p4g32	Cpt.Carbs	03/25/2021	Cutscenes/FMV	A cutscene pack made up of the most random,stupidest crap I can think of that edits all of your favorite animated moments from Persona 4 Golden.<br><br>REAL ...		https://images.gamebanana.com/img/ss/mods/605c73c1b92a6.jpg	https://gamebanana.com/mods/50959	
p4g-jontronentersthetvworld	mod	JonTron Enters The TV World	p4g32	99bmario	03/13/2021	Cutscenes/FMV	Replaces the cutscene where The Protagonist, Yosuke, and Chie enter the TV world for the first time with that one scene from JonTron's Flex Tape 2 vid ...		https://images.gamebanana.com/img/ss/mods/604ce7807857f.jpg	https://gamebanana.com/mods/50958	
